Locatie,Time,Regiune,Nr. Inmatriculare,Caracteristica placii,Culoare placu?a,Acoperire caroserie vehicul,Tip,Culoare,Logo,Centura locului,Se apeleaza,Ornament,Imagine Panoramica,Lista de permisiuni (lista alba)/Lista cu persoanele blocate (lista neagra)
D7,29-08-2024 13:29:06,România,SV52VOL,Vehicle_20240829000000_20240829235959//0-237634-3-62-1-8110523247&E=VehicleAnalyse&I=764884.jpg,Necunoscut,Necunoscut,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-62-0-0816359&E=VehicleAnalyse&I=764884.jpg,General
D7,29-08-2024 13:28:51,România,SV47CSP,Vehicle_20240829000000_20240829235959//0-237634-3-61-1-8098694435&E=VehicleAnalyse&I=764883.jpg,Necunoscut,Necunoscut,SUV,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-61-0-0816364&E=VehicleAnalyse&I=764883.jpg,General
D7,29-08-2024 13:28:41,România,SV08MBC,Vehicle_20240829000000_20240829235959//0-237634-3-60-1-8125263132&E=VehicleAnalyse&I=764882.jpg,Necunoscut,Necunoscut,Sedan,Negru,TOYOTA,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-60-0-0817718&E=VehicleAnalyse&I=764882.jpg,General
D7,29-08-2024 13:28:19,România,SV17LVL,Vehicle_20240829000000_20240829235959//0-237634-3-59-1-7943282682&E=VehicleAnalyse&I=764881.jpg,Necunoscut,Necunoscut,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-59-0-0799070&E=VehicleAnalyse&I=764881.jpg,General
D7,29-08-2024 13:27:09,România,SV14SRK,Vehicle_20240829000000_20240829235959//0-237634-3-58-1-7990482223&E=VehicleAnalyse&I=764880.jpg,Necunoscut,Necunoscut,Autofurgoneta,Bleu,Nissan,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-58-0-0803331&E=VehicleAnalyse&I=764880.jpg,General
D7,29-08-2024 13:27:03,România,SV35NEC,Vehicle_20240829000000_20240829235959//0-237634-3-57-1-7966262649&E=VehicleAnalyse&I=764879.jpg,Necunoscut,Necunoscut,MPV,Verde,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-57-0-0801335&E=VehicleAnalyse&I=764879.jpg,General
D7,29-08-2024 13:26:55,România,SV13BMR,Vehicle_20240829000000_20240829235959//0-237634-3-56-1-7960682634&E=VehicleAnalyse&I=764878.jpg,Necunoscut,Necunoscut,Sedan,Argintiu,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-56-0-0800762&E=VehicleAnalyse&I=764878.jpg,General
D7,29-08-2024 13:26:51,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-55-1-79640514180.jpg,Altul,Bleu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-55-0-0810585&E=VehicleAnalyse&I=764877.jpg,General
D7,29-08-2024 13:26:47,România,SV85HEZ,Vehicle_20240829000000_20240829235959//0-237634-3-54-1-7994063054&E=VehicleAnalyse&I=764876.jpg,Necunoscut,Necunoscut,Sedan,Negru,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-54-0-0804520&E=VehicleAnalyse&I=764876.jpg,General
D7,29-08-2024 13:26:28,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-53-1-8131859981.jpg,SUV,Argintiu,Benz,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-53-0-0823166&E=VehicleAnalyse&I=764875.jpg,General
D7,29-08-2024 13:26:23,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-52-1-81449116922.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-52-0-0831413&E=VehicleAnalyse&I=764874.jpg,General
D7,29-08-2024 13:26:11,România,SV05CLO,Vehicle_20240829000000_20240829235959//0-237634-3-51-1-8038032551&E=VehicleAnalyse&I=764873.jpg,Necunoscut,Necunoscut,Autobuz mediu,Alb,Maxus,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-51-0-0808414&E=VehicleAnalyse&I=764873.jpg,General
D7,29-08-2024 13:26:02,Germania,BCHN80,Vehicle_20240829000000_20240829235959//0-237634-3-50-1-8112903159&E=VehicleAnalyse&I=764872.jpg,Necunoscut,Necunoscut,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-50-0-0816509&E=VehicleAnalyse&I=764872.jpg,General
D7,29-08-2024 13:25:59,Finlanda,TM22YHY,Vehicle_20240829000000_20240829235959//0-237634-3-49-1-7558283906&E=VehicleAnalyse&I=764871.jpg,Necunoscut,Necunoscut,Altul,Bleu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-49-0-0761794&E=VehicleAnalyse&I=764871.jpg,General
D7,29-08-2024 13:25:52,România,SV15NYH,Vehicle_20240829000000_20240829235959//0-237634-3-48-1-7895652856&E=VehicleAnalyse&I=764870.jpg,Necunoscut,Necunoscut,Sedan,Alb,Suzuki,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-48-0-0794481&E=VehicleAnalyse&I=764870.jpg,General
D7,29-08-2024 13:25:50,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-47-1-80056011231.jpg,Camioneta,Alb,DongFeng,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-47-0-0811791&E=VehicleAnalyse&I=764869.jpg,General
D7,29-08-2024 13:25:30,România,SV87RED,Vehicle_20240829000000_20240829235959//0-237634-3-46-1-8007242229&E=VehicleAnalyse&I=764868.jpg,Necunoscut,Necunoscut,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-46-0-0805013&E=VehicleAnalyse&I=764868.jpg,General
D7,29-08-2024 13:25:20,România,SV53ARA,Vehicle_20240829000000_20240829235959//0-237634-3-45-1-8036902846&E=VehicleAnalyse&I=764867.jpg,Necunoscut,Necunoscut,SUV,Argintiu,Nissan,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-45-0-0808596&E=VehicleAnalyse&I=764867.jpg,General
D7,29-08-2024 13:25:11,România,SV07RON,Vehicle_20240829000000_20240829235959//0-237634-3-44-1-7797863252&E=VehicleAnalyse&I=764866.jpg,Necunoscut,Necunoscut,MPV,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-44-0-0785098&E=VehicleAnalyse&I=764866.jpg,General
D7,29-08-2024 13:25:10,România,SV03RSR,Vehicle_20240829000000_20240829235959//0-237634-3-43-1-8177822483&E=VehicleAnalyse&I=764865.jpg,Necunoscut,Necunoscut,SUV,Negru,Hawtai,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-43-0-0822325&E=VehicleAnalyse&I=764865.jpg,General
D7,29-08-2024 13:25:05,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-42-1-81786914965.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-42-0-0832834&E=VehicleAnalyse&I=764864.jpg,General
D7,29-08-2024 13:25:00,România,SV10YSL,Vehicle_20240829000000_20240829235959//0-237634-3-41-1-8047892745&E=VehicleAnalyse&I=764863.jpg,Necunoscut,Necunoscut,MPV,Alb,DongFeng,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-41-0-0809594&E=VehicleAnalyse&I=764863.jpg,General
D7,29-08-2024 13:24:47,România,TM71BKV,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-40-1-73718876879.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-40-0-0814067&E=VehicleAnalyse&I=764862.jpg,General
D7,29-08-2024 13:24:22,România,SV75MNK,Vehicle_20240829000000_20240829235959//0-237634-3-39-1-7617803057&E=VehicleAnalyse&I=764861.jpg,Necunoscut,Necunoscut,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-39-0-0766897&E=VehicleAnalyse&I=764861.jpg,General
D7,29-08-2024 13:24:19,România,AG10PKJ,Vehicle_20240829000000_20240829235959//0-237634-3-38-1-8021842914&E=VehicleAnalyse&I=764860.jpg,Necunoscut,Necunoscut,Sedan,Alb,Suzuki,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-38-0-0807158&E=VehicleAnalyse&I=764860.jpg,General
D7,29-08-2024 13:23:56,România,SV11DFV,Vehicle_20240829000000_20240829235959//0-237634-3-37-1-7876572601&E=VehicleAnalyse&I=764859.jpg,Necunoscut,Necunoscut,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-37-0-0792318&E=VehicleAnalyse&I=764859.jpg,General
D7,29-08-2024 13:23:53,România,B453AGV,Vehicle_20240829000000_20240829235959//0-237634-3-36-1-7898323570&E=VehicleAnalyse&I=764858.jpg,Necunoscut,Necunoscut,SUV,Alb,Skoda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-36-0-0795462&E=VehicleAnalyse&I=764858.jpg,General
D7,29-08-2024 13:23:24,România,SV09FBC,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-35-1-81441119071.jpg,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-35-0-0833482&E=VehicleAnalyse&I=764857.jpg,General
D7,29-08-2024 13:23:17,România,SV28BRO,Vehicle_20240829000000_20240829235959//0-237634-3-34-1-8078082304&E=VehicleAnalyse&I=764856.jpg,Necunoscut,Necunoscut,MPV,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-34-0-0812172&E=VehicleAnalyse&I=764856.jpg,General
D7,29-08-2024 13:23:07,România,SV12MPT,Vehicle_20240829000000_20240829235959//0-237634-3-33-1-8128803742&E=VehicleAnalyse&I=764855.jpg,Necunoscut,Necunoscut,Sedan,Alb,Lifan,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-33-0-0818682&E=VehicleAnalyse&I=764855.jpg,General
D7,29-08-2024 13:23:05,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-32-1-82652013071.jpg,MPV,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-32-0-0839591&E=VehicleAnalyse&I=764854.jpg,General
D7,29-08-2024 13:23:01,România,SV17LVL,Vehicle_20240829000000_20240829235959//0-237634-3-31-1-8192342511&E=VehicleAnalyse&I=764853.jpg,Necunoscut,Necunoscut,MPV,Argintiu,Nissan,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-31-0-0823805&E=VehicleAnalyse&I=764853.jpg,General
D7,29-08-2024 13:22:55,România,BC20SIB,Vehicle_20240829000000_20240829235959//0-237634-3-30-1-8061822076&E=VehicleAnalyse&I=764852.jpg,Necunoscut,Necunoscut,SUV,Alb,Hyundai,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-30-0-0810318&E=VehicleAnalyse&I=764852.jpg,General
D7,29-08-2024 13:22:49,România,SV98CXP,Vehicle_20240829000000_20240829235959//0-237634-3-29-1-8187583235&E=VehicleAnalyse&I=764851.jpg,Necunoscut,Necunoscut,Sedan,Bleu,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-29-0-0824053&E=VehicleAnalyse&I=764851.jpg,General
D7,29-08-2024 13:22:34,România,SV35NEC,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-28-1-82308653266.jpg,Autofurgoneta,Negru,JAC,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-28-0-0876352&E=VehicleAnalyse&I=764850.jpg,General
D7,29-08-2024 13:22:28,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-27-1-77972255611.jpg,Altul,Bleu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-27-0-0835333&E=VehicleAnalyse&I=764849.jpg,General
D7,29-08-2024 13:22:22,România,SV85TES,Vehicle_20240829000000_20240829235959//0-237634-3-26-1-7796153423&E=VehicleAnalyse&I=764848.jpg,Necunoscut,Necunoscut,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-26-0-0785098&E=VehicleAnalyse&I=764848.jpg,General
D7,29-08-2024 13:22:11,România,SV97BUX,Vehicle_20240829000000_20240829235959//0-237634-3-25-1-8120894424&E=VehicleAnalyse&I=764847.jpg,Necunoscut,Necunoscut,Sedan,Alb,Benz,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-25-0-0818573&E=VehicleAnalyse&I=764847.jpg,General
D7,29-08-2024 13:21:47,Necunoscut,CT14FVI,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-24-1-82378430447.jpg,Sedan,Argintiu,Skoda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-24-0-0854231&E=VehicleAnalyse&I=764846.jpg,General
D7,29-08-2024 13:21:42,Necunoscut,CT81NS,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-23-1-82849744797.jpg,SUV,Alb,Renault,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-23-0-0873294&E=VehicleAnalyse&I=764845.jpg,General
D7,29-08-2024 13:21:31,România,CT54BUG,Vehicle_20240829000000_20240829235959//0-237634-3-22-1-8121112614&E=VehicleAnalyse&I=764844.jpg,Necunoscut,Necunoscut,Sedan,Alb,Skoda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-22-0-0816785&E=VehicleAnalyse&I=764844.jpg,General
D7,29-08-2024 13:21:01,România,SV05CEF,Vehicle_20240829000000_20240829235959//0-237634-3-21-1-8302242033&E=VehicleAnalyse&I=764843.jpg,Necunoscut,Necunoscut,Camioane grele,Bleu,MAN,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-21-0-0834317&E=VehicleAnalyse&I=764843.jpg,General
D7,29-08-2024 13:20:30,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-20-1-83784125447.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-20-0-0863288&E=VehicleAnalyse&I=764842.jpg,General
D7,29-08-2024 13:20:03,România,SV054041,Vehicle_20240829000000_20240829235959//0-237634-3-19-1-8261042325&E=VehicleAnalyse&I=764841.jpg,Necunoscut,Necunoscut,Sedan,Alb,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-19-0-0830489&E=VehicleAnalyse&I=764841.jpg,General
D7,29-08-2024 13:19:58,Germania,ULIB677,Vehicle_20240829000000_20240829235959//0-237634-3-18-1-7890632483&E=VehicleAnalyse&I=764840.jpg,Necunoscut,Necunoscut,MPV,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-18-0-0793606&E=VehicleAnalyse&I=764840.jpg,General
D7,29-08-2024 13:19:55,România,SV75FLR,Vehicle_20240829000000_20240829235959//0-237634-3-17-1-8291632615&E=VehicleAnalyse&I=764839.jpg,Necunoscut,Necunoscut,MPV,Alb,TOYOTA,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-17-0-0833838&E=VehicleAnalyse&I=764839.jpg,General
D7,29-08-2024 13:19:34,România,SV99COZ,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-16-1-82436268334.jpg,Altul,Argintiu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-16-0-0892696&E=VehicleAnalyse&I=764838.jpg,General
D7,29-08-2024 13:18:51,România,SV52ACD,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-15-1-83861338400.jpg,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-15-0-0877013&E=VehicleAnalyse&I=764837.jpg,General
D7,29-08-2024 13:18:47,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-14-1-84289018075.jpg,Altul,Bleu,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-14-0-0860965&E=VehicleAnalyse&I=764836.jpg,General
D7,29-08-2024 13:18:36,România,B107SMB,Vehicle_20240829000000_20240829235959//0-237634-3-13-1-8382182672&E=VehicleAnalyse&I=764835.jpg,Necunoscut,Necunoscut,SUV,Alb,Honda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-13-0-0842950&E=VehicleAnalyse&I=764835.jpg,General
D7,29-08-2024 13:18:29,România,SV96APA,Vehicle_20240829000000_20240829235959//0-237634-3-12-1-8308973134&E=VehicleAnalyse&I=764834.jpg,Necunoscut,Necunoscut,SUV,Alb,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-12-0-0836091&E=VehicleAnalyse&I=764834.jpg,General
D7,29-08-2024 13:18:28,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-11-1-84128415839.jpg,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-11-0-0857123&E=VehicleAnalyse&I=764833.jpg,General
D7,29-08-2024 13:18:19,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-10-1-83620213019.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-10-0-0849221&E=VehicleAnalyse&I=764832.jpg,General
D7,29-08-2024 13:17:49,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-9-1-85250616567.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-9-0-0869073&E=VehicleAnalyse&I=764831.jpg,General
D7,29-08-2024 13:17:27,România,SV56ACA,Vehicle_20240829000000_20240829235959//0-237634-3-8-1-8391472052&E=VehicleAnalyse&I=764830.jpg,Necunoscut,Necunoscut,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-8-0-0843259&E=VehicleAnalyse&I=764830.jpg,General
D7,29-08-2024 13:17:16,România,SV10JHP,Vehicle_20240829000000_20240829235959//0-237634-3-7-1-8396692762&E=VehicleAnalyse&I=764829.jpg,Necunoscut,Necunoscut,Minicar,Bleu,Shifeng,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-7-0-0844491&E=VehicleAnalyse&I=764829.jpg,General
D7,29-08-2024 13:16:45,Regatul Unit,B802MNT,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-6-1-840462118946.jpg,Camioane grele,Ro?u,Shacman,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-6-0-0959408&E=VehicleAnalyse&I=764828.jpg,General
D7,29-08-2024 13:16:35,România,SV17RAB,Vehicle_20240829000000_20240829235959//0-237634-3-5-1-8360652791&E=VehicleAnalyse&I=764827.jpg,Necunoscut,Necunoscut,Sedan,Alb,Skoda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-5-0-0840916&E=VehicleAnalyse&I=764827.jpg,General
D7,29-08-2024 13:16:29,România,SV22DNO,Vehicle_20240829000000_20240829235959//0-237634-3-4-1-8151773841&E=VehicleAnalyse&I=764826.jpg,Necunoscut,Necunoscut,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-4-0-0821078&E=VehicleAnalyse&I=764826.jpg,General
D7,29-08-2024 13:16:26,România,SV44LEC,Vehicle_20240829000000_20240829235959//0-237634-3-3-1-8356412409&E=VehicleAnalyse&I=764825.jpg,Necunoscut,Necunoscut,Sedan,Alb,Audi,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-3-0-0840110&E=VehicleAnalyse&I=764825.jpg,General
D7,29-08-2024 13:16:19,România,SV30YOR,Vehicle_20240829000000_20240829235959//0-237634-3-2-1-8143222374&E=VehicleAnalyse&I=764824.jpg,Necunoscut,Necunoscut,Camioneta,Argintiu,Lifan,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-2-0-0818756&E=VehicleAnalyse&I=764824.jpg,General
D7,29-08-2024 13:15:48,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-1-1-82453516302.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-1-0-0840837&E=VehicleAnalyse&I=764823.jpg,General
D7,29-08-2024 13:15:09,România,SV85PMG,Vehicle_20240829000000_20240829235959//0-237634-3-0-1-8108183145&E=VehicleAnalyse&I=764822.jpg,Necunoscut,Necunoscut,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-237634-3-0-0-0816023&E=VehicleAnalyse&I=764822.jpg,General
D7,29-08-2024 13:13:36,România,B117PGV,Vehicle_20240829000000_20240829235959//0-236567-3-43-1-7929612724&E=VehicleAnalyse&I=764821.jpg,Necunoscut,Necunoscut,SUV,Alb,Suzuki,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-43-0-0797745&E=VehicleAnalyse&I=764821.jpg,General
D7,29-08-2024 13:13:27,România,SV77FDG,Vehicle_20240829000000_20240829235959//0-236567-3-42-1-8117623896&E=VehicleAnalyse&I=764820.jpg,Necunoscut,Necunoscut,Sedan,Negru,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-42-0-0817718&E=VehicleAnalyse&I=764820.jpg,General
D7,29-08-2024 13:13:24,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-41-1-81273411788.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-41-0-0824522&E=VehicleAnalyse&I=764819.jpg,General
D7,29-08-2024 13:13:18,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-40-1-80619314057.jpg,Sedan,Negru,TOYOTA,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-40-0-0820250&E=VehicleAnalyse&I=764818.jpg,General
D7,29-08-2024 13:12:51,Albania,7887,Vehicle_20240829000000_20240829235959//0-236567-3-39-1-8195862285&E=VehicleAnalyse&I=764817.jpg,Necunoscut,Necunoscut,SUV,Negru,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-39-0-0823931&E=VehicleAnalyse&I=764817.jpg,General
D7,29-08-2024 13:12:35,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-38-1-82098522931.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-38-0-0843916&E=VehicleAnalyse&I=764816.jpg,General
D7,29-08-2024 13:12:17,România,MS45MAV,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-37-1-81812656476.jpg,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-37-0-0874602&E=VehicleAnalyse&I=764815.jpg,General
D7,29-08-2024 13:12:08,Austria,EG909PB,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-36-1-80973754861.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-36-0-0864598&E=VehicleAnalyse&I=764814.jpg,General
D7,29-08-2024 13:12:02,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-35-1-81742419421.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-35-0-0836845&E=VehicleAnalyse&I=764813.jpg,General
D7,29-08-2024 13:11:20,România,SV66ROK,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-34-1-80902856611.jpg,Altul,Galben,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-34-0-0865639&E=VehicleAnalyse&I=764812.jpg,General
D7,29-08-2024 13:11:06,România,MS13YND,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-33-1-76634760929.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-33-0-0827276&E=VehicleAnalyse&I=764811.jpg,General
D7,29-08-2024 13:10:24,România,SV09RZW,Vehicle_20240829000000_20240829235959//0-236567-3-32-1-8078472845&E=VehicleAnalyse&I=764810.jpg,Necunoscut,Necunoscut,SUV,Alb,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-32-0-0812752&E=VehicleAnalyse&I=764810.jpg,General
D7,29-08-2024 13:10:23,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-31-1-80639816230.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-236567-3-31-0-0822628&E=VehicleAnalyse&I=764809.jpg,General
